"Id_beroep";"Id_verb";"Beroep_letterlijk";"Beroep_vertaling";"Beroep_cat";"Gevangenis"
21772;21752;"ouvrier agricole";"Landbouwwerker";;"Gent"
21773;21753;"journalier";"Dagloner";;"Gent"
21774;21754;"journalier";"Dagloner";;"Gent"
21775;21755;"ouvrier macon";"Metser-arbeider";;"Gent"
21776;21756;"journalier";"Dagloner";;"Gent"
21777;21757;"ouvrier bassin";"Dokwerker";;"Gent"
21778;21758;"journalier";"Dagloner";;"Gent"
21779;21759;"ouvrier agricole";"Landbouwwerker";;"Gent"
21780;21760;"journalier";"Dagloner";;"Gent"
21781;21761;"haleur de bateaux";"Loods";;"Gent"
21782;21762;"ouvrier agricole";"Landbouwwerker";;"Gent"
21783;21763;"mecanicien";"Mekanieker";;"Gent"
21784;21764;"cabaretier";"Herbergier";;"Gent"
21785;21765;"ardoisier";"Leisteenbewerker";;"Gent"
21786;21766;"peintre";"Schilder";;"Gent"
21787;21767;"ouvrier agricole";"Landbouwwerker";;"Gent"
21788;21768;"chaudronnier";"Koperslager";;"Gent"
21789;21769;"journalier";"Dagloner";;"Gent"
21790;21770;"ouvrier fabrique";"Fabrieksarbeider";;"Gent"
21791;21771;"ouvrier bassin";"Dokwerker";;"Gent"
21792;21772;"journalier";"Dagloner";;"Gent"
21793;21773;"jardinier";"Tuinman";;"Gent"
21794;21774;"femme publique";"Publieke vrouw";;"Gent"
21795;21775;"boulanger";"Bakker";;"Gent"
21796;21776;"Batelier";"Binnenschipper";;"Gent"
21797;21777;"mecanicien";"Mekanieker";;"Gent"
21798;21778;"journalier";"Dagloner";;"Gent"
21799;21779;"scieur de long";"Schulper";;"Gent"
21800;21780;"journalier";"Dagloner";;"Gent"
21801;21781;"macon";"Metser";;"Gent"
21802;21782;"cocher";"Voerman";;"Gent"
21803;21783;"cocher";"Voerman";;"Gent"
21804;21784;"menagere";"Huisvrouw";;"Gent"
21805;21785;"journaliere";"Dagloner";;"Gent"
21806;21786;"ouvrier fabrique";"Fabrieksarbeider";;"Gent"
21807;21787;"cocher";"Voerman";;"Gent"
21808;21788;"paveur";"Stratenlegger";;"Gent"
21809;21789;"menagere";"Huisvrouw";;"Gent"
21810;21790;"journalier";"Dagloner";;"Gent"
21811;21791;"ouvrier agricole";"Landbouwwerker";;"Gent"
21812;21792;"macon";"Metser";;"Gent"
21813;21793;"chaisier";"Stoelenmaker";;"Gent"
21814;21794;"ouvrier agricole";"Landbouwwerker";;"Gent"
21815;21795;"commissionnaire";"Bode";;"Gent"
21816;21796;"tisserand";"Wever";;"Gent"
21817;21797;"journalier";"Dagloner";;"Gent"
21818;21798;"ouvrier agricole";"Landbouwwerker";;"Gent"
21819;21799;"peintre en batiments";"Schilder";;"Gent"
21820;21800;"terrassier";"Grondwerker";;"Gent"
21821;21801;"marchand";"Handelaar";;"Gent"
21822;21802;"marchand";"Handelaar";;"Gent"
21823;21803;"marchand";"Handelaar";;"Gent"
21824;21804;"ouvrier fabrique";"Fabrieksarbeider";;"Gent"
21825;21805;"journalier";"Dagloner";;"Gent"
21826;21806;"ouvrier fabrique";"Fabrieksarbeider";;"Gent"
21827;21807;"ouvrier fabrique";"Fabrieksarbeider";;"Gent"
21828;21808;"ouvrier agricole";"Landbouwwerker";;"Gent"
21829;21809;"journalier";"Dagloner";;"Gent"
21830;21810;"menagere";"Huisvrouw";;"Gent"
21831;21811;"terrassier";"Grondwerker";;"Gent"
21832;21812;"ouvrier bassin";"Dokwerker";;"Gent"
21833;21813;"boutiquier";"Winkelier";;"Gent"
21834;21814;"ouvrier agricole";"Landbouwwerker";;"Gent"
21835;21815;"caberetier";"Herbergier";;"Gent"
21836;21816;"ouvrier agricole";"Landbouwwerker";;"Gent"
21837;21817;"ouvrier agricol";"Landbouwwerker";;"Gent"
21838;21818;"ouvrier agricole";"Landbouwwerker";;"Gent"
21839;21819;"journalier";"Dagloner";;"Gent"
21840;21820;"ouvrier de fabrique";"Fabrieksarbeider";;"Gent"
21841;21821;"ouvrier agricole";"Landbouwwerker";;"Gent"
21842;21822;"journalier";"Dagloner";;"Gent"
21843;21823;"jardinier";"Tuinman";;"Gent"
21844;21824;"tonnelier";"Kuiper";;"Gent"
21845;21825;"journaliere";"Dagloner";;"Gent"
21846;21826;"colporteur";"Straatventer";;"Gent"
21847;21827;"ouvrier agricole";"Landbouwwerker";;"Gent"
21848;21828;"ouvrier de fabrique";"Fabrieksarbeider";;"Gent"
21849;21829;"marchand de volailles";"Handelaar in gevogelte";;"Gent"
21850;21830;"ouvrier agricole";"Landbouwwerker";;"Gent"
21851;21831;"marchand";"Handelaar";;"Gent"
21852;21832;"tisserand";"Wever";;"Gent"
21853;21833;"brossier";"Borstelmaker";;"Gent"
21854;21834;"mecanicien";"Mekanieker";;"Gent"
21855;21835;"colporteur";"Straatventer";;"Gent"
21856;21836;"marchand";"Handelaar";;"Gent"
21857;21837;"marchand";"Handelaar";;"Gent"
21858;21838;"marchand";"Handelaar";;"Gent"
21859;21840;"marchand";"Handelaar";;"Gent"
21860;21841;"ouvrier de fabrique";"Fabrieksarbeider";;"Gent"
21861;21842;"ouvrier fabrique";"Fabrieksarbeider";;"Gent"
21862;21843;"cordonnier";"Schoenmaker";;"Gent"
21863;21844;"tonnelier";"Kuiper";;"Gent"
21864;21845;"tisserand";"Wever";;"Gent"
21865;21846;"menagere";"Huisvrouw";;"Gent"
21866;21847;"colporteur";"Straatventer";;"Gent"
21867;21848;"teinturier";"Verver";;"Gent"
21868;21849;"journalier";"Dagloner";;"Gent"
21869;21850;"paveur";"Stratenlegger";;"Gent"
21870;21851;"ouvrier agricole";"Landbouwwerker";;"Gent"
21871;21852;"marchand";"Handelaar";;"Gent"
21872;21853;"cultivateur";"Landbouwer";;"Gent"
21873;21854;"journalier";"Dagloner";;"Gent"
21874;21855;"boulanger";"Bakker";;"Gent"
21875;21856;"terrassier";"Grondwerker";;"Gent"
21876;21857;"cordonnier";"Schoenmaker";;"Gent"
21877;21858;"Blanchisseur";"Wasvrouw";;"Gent"
21878;21859;"tailleur de pierre";"Kleermaker";;"Gent"
21879;21860;"aide macon";"Metsershulp";;"Gent"
21880;21861;"cordonnier";"Schoenmaker";;"Gent"
21881;21862;"jardinier";"Tuinman";;"Gent"
21882;21863;"forgeron";"Smid";;"Gent"
21883;21864;"ouvrier fabrique";"Fabrieksarbeider";;"Gent"
21884;21865;"ouvrier fabrique";"Fabrieksarbeider";;"Gent"
21885;21866;"ouvrier fabrique";"Fabrieksarbeider";;"Gent"
21886;21867;"ouvrier bassin";"Dokwerker";;"Gent"
21887;21868;"tisserand";"Wever";;"Gent"
21888;21869;"journalier";"Dagloner";;"Gent"
21889;21870;"terrassier";"Grondwerker";;"Gent"
21890;21871;"macon";"Metser";;"Gent"
21891;21872;"tisserand";"Wever";;"Gent"
21892;21873;"journalier";"Dagloner";;"Gent"
21893;21874;"cocher";"Voerman";;"Gent"
21894;21875;"menuisier";"Timmerman";;"Gent"
21895;21876;"ouvrier fabrique";"Fabrieksarbeider";;"Gent"
21896;21877;"cocher";"Voerman";;"Gent"
21897;21878;"colporteur";"Straatventer";;"Gent"
21898;21879;"journalier";"Dagloner";;"Gent"
21899;21880;"cocher";"Voerman";;"Gent"
21900;21881;"garcon brasseur";"Brouwersknecht";;"Gent"
21901;21882;"ouvrier agricole";"Landbouwwerker";;"Gent"
21902;21883;"menagere";"Huisvrouw";;"Gent"
21903;21884;"ouvrier charrelier";"Arbeider-Voerman";;"Gent"
21904;21885;"ouvrier charretier";"Arbeider-Voerman";;"Gent"
21905;21886;"marchand";"Handelaar";;"Gent"
21906;21887;"journalier";"Dagloner";;"Gent"
21907;21888;"Journalier";"Dagloner";;"Gent"
21908;21889;"journalier";"Dagloner";;"Gent"
21909;21890;"commissionnaire";"Bode";;"Gent"
21910;21891;"macon";"Metser";;"Gent"
21911;21892;"Sabotier";"Klompenmaker";;"Gent"
21912;21893;"tisserand";"Wever";;"Gent"
21913;21894;"forgeron";"Smid";;"Gent"
21914;21895;"forgeron";"Smid";;"Gent"
21915;21896;"macon";"Metser";;"Gent"
21916;21897;"peintre";"Schilder";;"Gent"
21917;21898;"journalier";"Dagloner";;"Gent"
21918;21899;"menagere";"Huisvrouw";;"Gent"
21919;21900;"Charron";"Wagenmaker";;"Gent"
21920;21901;"macon";"Metser";;"Gent"
21921;21902;"journalier";"Dagloner";;"Gent"
21922;21903;"cabaretiere";"Herbergier";;"Gent"
21923;21904;"colporteur";"Straatventer";;"Gent"
21924;21905;"tailleur d'habits";"Kleermaker";;"Gent"
21925;21906;"ouvrier forgeron";"Arbeider in de smederij";;"Gent"
21926;21907;"jardinier";"Tuinman";;"Gent"
21927;21908;"chaudronnier";"Koperslager";;"Gent"
21928;21909;"cabaretiere";"Herbergier";;"Gent"
21929;21910;"ouvrier agricole";"Landbouwwerker";;"Gent"
21930;21911;"emballeur";"Verpakker";;"Gent"
21931;21913;"ouvrier macon";"Metser-arbeider";;"Gent"
21932;21914;"employe";"Werknemer";;"Gent"
21933;21915;"Marchand de fruits";"Handelaar in fruit";;"Gent"
21934;21916;"journalier";"Dagloner";;"Gent"
21935;21917;"magasinier";"Winkelier";;"Gent"
21936;21919;"ouvrier bassin";"Dokwerker";;"Gent"
21937;21920;"ouvrier bassin";"Dokwerker";;"Gent"
21938;21921;"peintre";"Schilder";;"Gent"
21939;21922;"tisserand";"Wever";;"Gent"
21940;21923;"ecangueur";"Vlaszwingelaar";;"Gent"
21941;21924;"marchand de volaille";"Handelaar in gevogelte";;"Gent"
21942;21925;"ouvrier agricole";"Landbouwwerker";;"Gent"
21943;21926;"cabaretiere";"Herbergier";;"Gent"
21944;21927;"colporteur";"Straatventer";;"Gent"
21945;21928;"menagere";"Huisvrouw";;"Gent"
21946;21929;"ouvrier agricole";"Landbouwwerker";;"Gent"
21947;21930;"journalier";"Dagloner";;"Gent"
21948;21931;"cordonnier";"Schoenmaker";;"Gent"
21949;21932;"ouvrier agricole";"Landbouwwerker";;"Gent"
21950;21933;"journalier";"Dagloner";;"Gent"
21951;21934;"cordonnier";"Schoenmaker";;"Gent"
21952;21935;"ouvrier bassin";"Dokwerker";;"Gent"
21953;21936;"menagere";"Huisvrouw";;"Gent"
21954;21937;"marin";"Zeeman";;"Gent"
21955;21938;"cabaretier";"Herbergier";;"Gent"
21956;21939;"chauffeur";"Chauffeur";;"Gent"
21957;21940;"ouvrier agricole";"Landbouwwerker";;"Gent"
21958;21941;"ouvrier agricole";"Landbouwwerker";;"Gent"
21959;21942;"forgeron";"Smid";;"Gent"
21960;21943;"ouvrier agricole";"Landbouwwerker";;"Gent"
21961;21944;"ouvrier agricole";"Landbouwwerker";;"Gent"
21962;21945;"ouvrier menuisier";"Arbeider in de schrijnwerkerij";;"Gent"
21963;21946;"ouvrier bassin";"Dokwerker";;"Gent"
24134;24136;"marchand de volaille";"Handelaar in gevogelte";;"Gent"
24135;24137;"ouvrier";"Arbeider";;"Gent"
24136;24138;"journalier";"Dagloner";;"Gent"
24137;24139;"Journalier";"Dagloner";;"Gent"
24138;24140;"journalier";"Dagloner";;"Gent"
24139;24141;"ouvrier sellier";"Werknemer in de zadelmakerij";;"Gent"
24140;24142;"garcon boulanger";"Bakkersknecht";;"Gent"
24141;24143;"Soldat";"Soldaat";;"Gent"
24142;24144;"ouvrier";"Arbeider";;"Gent"
24143;24145;"ouvriere de fabrique";"Fabrieksarbeidster";;"Gent"
24144;24146;"tisserande";"Wever";;"Gent"
24145;24147;"marchand de sable";"Handelaar in zand";;"Gent"
24146;24148;"servante";"Dienstmeisje";;"Gent"
24147;24149;"cordonnier";"Schoenmaker";;"Gent"
24148;24150;"plafonneur";"Stukadoor";;"Gent"
24149;24151;"journalier";"Dagloner";;"Gent"
24150;24152;"charretier";"Voerman";;"Gent"
24151;24153;"ouvrier";"Arbeider";;"Gent"
24152;24154;"ouvriere";"Arbeidster";;"Gent"
24153;24155;"ouvrier de fabrique";"Fabrieksarbeider";;"Gent"
24154;24156;"ouvrier";"Arbeider";;"Gent"
24155;24157;"journalier";"Dagloner";;"Gent"
24156;24158;"cultivateur";"Landbouwer";;"Gent"
24157;24159;"ouvrier";"Arbeider";;"Gent"
24158;24160;"Cultivateur";"Landbouwer";;"Gent"
24159;24161;"cocher de vigilante";"Koetsenvoerman";;"Gent"
24160;24162;"journalier";"Dagloner";;"Gent"
24161;24163;"cabaretier";"Herbergier";;"Gent"
24162;24164;"cabaretier";"Herbergier";;"Gent"
24163;24165;"ouvrier cultivateur";"Landbouwwerker";"Kleine zelfstandigen";"Gent"
24164;24166;"journalier";"Dagloner";;"Gent"
24165;24167;"ouvrier fabrique";"Fabrieksarbeider";;"Gent"
24166;24168;"cabaretiere";"Herbergier";;"Gent"
24167;24169;"joueur d'orgue";"Organist";;"Gent"
24168;24170;"servante";"Dienstmeisje";;"Gent"
24169;24171;"boucher";"Slager";;"Gent"
24170;24172;"empailleur de chaises";"Stoelenmatter";;"Gent"
24171;24173;"ouvrier menuisier";"Arbeider in de schrijnwerkerij";;"Gent"
24172;24174;"tisserand";"Wever";;"Gent"
24173;24175;"ouvrier de fabrique";"Fabrieksarbeider";;"Gent"
24174;24176;"ouvrier";"Arbeider";;"Gent"
24175;24177;"cabaretier";"Herbergier";;"Gent"
24176;24178;"ouvrier de ferme";"Landbouwwerker";;"Gent"
24177;24179;"macon";"Metser";;"Gent"
24178;24180;"journalier";"Dagloner";;"Gent"
24179;24181;"journalier";"Dagloner";;"Gent"
24180;24182;"journalier";"Dagloner";;"Gent"
24181;24183;"menuisier";"Timmerman";;"Gent"
24182;24184;"ouvrier";"Arbeider";;"Gent"
24183;24185;"ouvrier";"Arbeider";;"Gent"
24184;24186;"macon";"Metser";;"Gent"
24185;24187;"boucher";"Slager";;"Gent"
24186;24188;"tisserand";"Wever";;"Gent"
24187;24189;"tisserand";"Wever";;"Gent"
24188;24190;"Tisserand";"Wever";;"Gent"
24189;24191;"macon";"Metser";;"Gent"
24190;24192;"ouvrier";"Arbeider";;"Gent"
24191;24193;"Domestique";"Bediende";;"Gent"
24192;24194;"voiturier";"Voerman";;"Gent"
24193;24195;"tisserand";"Wever";;"Gent"
24194;24196;"vidangeur";"Schoonmaker";;"Gent"
24195;24197;"marechal ferrant";"Hoefsmid";;"Gent"
24196;24198;"ouvrier";"Arbeider";;"Gent"
24197;24199;"garcon boulanger";"Bakkersknecht";;"Gent"
24198;24200;"macon";"Metser";;"Gent"
24199;24201;"ouvrier carrossier";"Arbeider-voerman";;"Gent"
24200;24202;"journalier";"Dagloner";;"Gent"
24201;24203;"ouvrier";"Arbeider";;"Gent"
24202;24204;"ouvrier macon";"Metser-arbeider";;"Gent"
24203;24205;"boucher";"Slager";;"Gent"
24204;24206;"ouvrier";"Arbeider";;"Gent"
24205;24207;"tourneur en fer";"Ijzerdraaier";;"Gent"
24206;24208;"macon";"Metser";;"Gent"
24207;24209;"ouvrier de fabrique";"Fabrieksarbeider";;"Gent"
24208;24210;"ouvrier macon";"Metser-arbeider";;"Gent"
24209;24211;"ouvrier de fabrique";"Fabrieksarbeider";;"Gent"
24210;24212;"journalier";"Dagloner";;"Gent"
24211;24213;"ouvrier";"Arbeider";;"Gent"
24212;24214;"journalier";"Dagloner";;"Gent"
24213;24215;"macon";"Metser";;"Gent"
24214;24216;"ouvrier";"Arbeider";;"Gent"
24215;24217;"ouvrier";"Arbeider";;"Gent"
24216;24218;"Repasseuse";"Strijkster";;"Gent"
24217;24219;"journalier";"Dagloner";;"Gent"
24218;24220;"tisserand";"Wever";;"Gent"
24219;24221;"ouvrier";"Arbeider";;"Gent"
24220;24222;"ouvrier";"Arbeider";;"Gent"
24221;24223;"journalier";"Dagloner";;"Gent"
24222;24224;"fille publique";"Publieke vrouw";;"Gent"
24223;24225;"fille publique";"Publieke vrouw";;"Gent"
24224;24227;"tisserand";"Wever";;"Gent"
24225;24228;"ouvrier de fabrique";"Fabrieksarbeider";;"Gent"
24226;24229;"macon";"Metser";;"Gent"
24227;24230;"ouvrier peintre";"Arbeider-schilder";;"Gent"
24228;24231;"journalier";"Dagloner";;"Gent"
24229;24232;"joueuer d'orgue";"Organist";;"Gent"
24230;24233;"scieur de long";"Schulper";;"Gent"
24231;24234;"journaliere";"Dagloner";;"Gent"
24232;24235;"cocher";"Voerman";;"Gent"
24233;24237;"journalier";"Dagloner";;"Gent"
24234;24238;"journalier";"Dagloner";;"Gent"
24235;24239;"ouvrier";"Arbeider";;"Gent"
21964;21947;"ouvrier fabrique";"Fabrieksarbeider";;"Gent"
21965;21948;"tisserand";"Wever";;"Gent"
21966;21949;"cabaretiere";"Herbergier";;"Gent"
21967;21950;"ajusteur";"Bankwerker";;"Gent"
21968;21951;"journalier";"Dagloner";;"Gent"
21969;21952;"ouvrier agricole";"Landbouwwerker";;"Gent"
21970;21953;"macon";"Metser";;"Gent"
21971;21954;"ouvrier fabrique";"Fabrieksarbeider";;"Gent"
21972;21955;"ouvrier fabrique";"Fabrieksarbeider";;"Gent"
21973;21956;"journalier";"Dagloner";;"Gent"
21974;21957;"couturiere";"Naaister";;"Gent"
21975;21958;"ouvrier fabrique";"Fabrieksarbeider";;"Gent"
21976;21959;"Batelier";"Binnenschipper";;"Gent"
21977;21960;"femme publique";"Publieke vrouw";;"Gent"
21978;21961;"ouvrier agricole";"Landbouwwerker";;"Gent"
21979;21962;"tisserand";"Wever";;"Gent"
21980;21963;"ouvrier agricole";"Landbouwwerker";;"Gent"
21981;21964;"tailleur d'habits";"Kleermaker";;"Gent"
21982;21965;"cabaretier";"Herbergier";;"Gent"
21983;21966;"ouvrier fabrique";"Fabrieksarbeider";;"Gent"
21984;21967;"tailleur";"Kleermaker";;"Gent"
21985;21968;"colporteur";"Straatventer";;"Gent"
21986;21969;"ouvrier agricole";"Landbouwwerker";;"Gent"
21987;21970;"journalier";"Dagloner";;"Gent"
21988;21971;"ouvrier bassin";"Dokwerker";;"Gent"
21989;21972;"ouvrier fabrique";"Fabrieksarbeider";;"Gent"
21990;21973;"chaudronnier";"Koperslager";;"Gent"
21991;21974;"ouvrier agricole";"Landbouwwerker";;"Gent"
21992;21975;"terrassier";"Grondwerker";;"Gent"
21993;21976;"Batelier";"Binnenschipper";;"Gent"
21994;21977;"abatteur";"Slachter";;"Gent"
21995;21978;"ouvrier agricole";"Landbouwwerker";;"Gent"
21996;21979;"marchand de volaille";"Handelaar in gevogelte";;"Gent"
21997;21980;"journaliere";"Dagloner";;"Gent"
21998;21981;"cabaretiere";"Herbergier";;"Gent"
21999;21982;"ouvrier agricole";"Landbouwwerker";;"Gent"
22000;21983;"ouvrier jardinier";"Tuinman";;"Gent"
22001;21984;"Batelier";"Binnenschipper";;"Gent"
22002;21985;"cabaretier";"Herbergier";;"Gent"
22003;21986;"menagere";"Huisvrouw";;"Gent"
22004;21987;"ouvrier agricole";"Landbouwwerker";;"Gent"
22005;21988;"ouvrier agricole";"Landbouwwerker";;"Gent"
22006;21989;"journalier";"Dagloner";;"Gent"
22007;21990;"menuisier";"Timmerman";;"Gent"
22008;21991;"ouvrier agricole";"Landbouwwerker";;"Gent"
22009;21992;"macon";"Metser";;"Gent"
22010;21994;"ouvrier agricole";"Landbouwwerker";;"Gent"
22011;21995;"abatteur";"Slachter";;"Gent"
22012;21996;"peintre";"Schilder";;"Gent"
22013;21997;"cabaretiere";"Herbergier";;"Gent"
22014;21998;"marechal ferrant";"Hoefsmid";;"Gent"
22015;21999;"colporteur";"Straatventer";;"Gent"
22016;22000;"macon";"Metser";;"Gent"
22017;22001;"ouvrier cigarier";"Werknemer in de sigarenmakerij";;"Gent"
22018;22002;"cabaretiere";"Herbergier";;"Gent"
22019;22003;"macon";"Metser";;"Gent"
22020;22004;"ouvrier agricole";"Landbouwwerker";;"Gent"
22021;22005;"ouvrier agricole";"Landbouwwerker";;"Gent"
22022;22006;"colporteur";"Straatventer";;"Gent"
22023;22007;"musicien ambulant";"Rondtrekkend muzikant";;"Gent"
22024;22008;"commissionnaire";"Bode";;"Gent"
22025;22009;"ouvrier macon";"Metser-arbeider";;"Gent"
22026;22010;"journalier";"Dagloner";;"Gent"
22027;22011;"journalier";"Dagloner";;"Gent"
22028;22012;"charretier";"Voerman";;"Gent"
22029;22013;"Debardeur";"Havenarbeider";;"Gent"
22030;22014;"ecangueur";"Vlaszwingelaar";;"Gent"
22031;22015;"ouvrier fabrique";"Fabrieksarbeider";;"Gent"
22032;22016;"cultivateur";"Landbouwer";;"Gent"
22033;22017;"journaliere";"Dagloner";;"Gent"
22034;22018;"ouvrier agricole";"Landbouwwerker";;"Gent"
22035;22019;"cocher";"Voerman";;"Gent"
22036;22020;"tailleur";"Kleermaker";;"Gent"
22037;22021;"journalier";"Dagloner";;"Gent"
22038;22022;"negociant";"Handelaar";;"Gent"
22039;22023;"commissionnaire";"Bode";;"Gent"
22040;22024;"boucher";"Slager";;"Gent"
22041;22025;"abatteur";"Slachter";;"Gent"
22042;22026;"ouvrier fabrique";"Fabrieksarbeider";;"Gent"
22043;22027;"macon";"Metser";;"Gent"
22044;22028;"marchand de volaille";"Handelaar in gevogelte";;"Gent"
22045;22029;"cocher";"Voerman";;"Gent"
22046;22030;"terrassier";"Grondwerker";;"Gent"
22047;22031;"tourneur en bois";"Houtdraaier";;"Gent"
22048;22032;"servante";"Dienstmeisje";;"Gent"
22049;22033;"journalier";"Dagloner";;"Gent"
22050;22034;"ouvrier aux docks";"Dokwerker";;"Gent"
22051;22035;"marchand de chiffons";"Handelaar in stoffen";;"Gent"
22052;22036;"journalier";"Dagloner";;"Gent"
22053;22037;"journalier";"Dagloner";;"Gent"
22054;22038;"journalier";"Dagloner";;"Gent"
22055;22039;"journalier";"Dagloner";;"Gent"
22056;22040;"couturiere";"Naaister";;"Gent"
22057;22041;"peintre";"Schilder";;"Gent"
22058;22042;"ouvrier macon";"Metser-arbeider";;"Gent"
22059;22043;"scieur de long";"Schulper";;"Gent"
22060;22044;"ouvrier macon";"Metser-arbeider";;"Gent"
22061;22045;"journalier";"Dagloner";;"Gent"
22062;22046;"ouvrier bassin";"Dokwerker";;"Gent"
22063;22047;"tisserand";"Wever";;"Gent"
22064;22048;"sabotier";"Klompenmaker";;"Gent"
22065;22049;"tailleur d'habits";"Kleermaker";;"Gent"
22066;22050;"ouvrier fabrique";"Fabrieksarbeider";;"Gent"
22067;22051;"colporteur";"Straatventer";;"Gent"
22068;22052;"ouvrier boulanger";"Werknemer in de bakkerij";;"Gent"
22069;22053;"chauffeur";"Chauffeur";;"Gent"
22070;22054;"journalier";"Dagloner";;"Gent"
22071;22055;"macon";"Metser";;"Gent"
22072;22056;"ouvrier agricole";"Landbouwwerker";;"Gent"
22073;22057;"tisserand";"Wever";;"Gent"
22074;22058;"plombier";"Loodgieter";;"Gent"
22075;22059;"patissier";"Patissier";;"Gent"
22076;22060;"ouvrier marechal ferrant";"Smid-arbeider";;"Gent"
22077;22062;"commis";"Hulp";;"Gent"
22078;22063;"servante";"Dienstmeisje";;"Gent"
22079;22064;"ouvrier bassin";"Dokwerker";;"Gent"
22080;22065;"charretier";"Voerman";;"Gent"
22081;22066;"charron";"Wagenmaker";;"Gent"
22082;22067;"ouvrier fabrique";"Fabrieksarbeider";;"Gent"
22083;22068;"fabrikant";"Fabrikant";;"Gent"
22084;22069;"modiste";"Hoedenmaker";;"Gent"
22085;22070;"chauffeur";"Chauffeur";;"Gent"
22086;22071;"ouvrier tanneur";"Werknemer in de leerlooierij";;"Gent"
22087;22072;"journalier";"Dagloner";;"Gent"
22088;22073;"charretier";"Voerman";;"Gent"
22089;22074;"servante";"Dienstmeisje";;"Gent"
22090;22075;"prostituee";"Prostituee";;"Gent"
22091;22076;"Charpentier";"Timmerman";;"Gent"
22092;22077;"ouvrier bassin";"Dokwerker";;"Gent"
22093;22078;"cordonnier";"Schoenmaker";;"Gent"
22094;22079;"journalier";"Dagloner";;"Gent"
22095;22080;"journalier";"Dagloner";;"Gent"
22096;22081;"ecangueur";"Vlaszwingelaar";;"Gent"
22097;22082;"boucher";"Slager";;"Gent"
22098;22083;"journalier";"Dagloner";;"Gent"
22099;22084;"journalier";"Dagloner";;"Gent"
22100;22085;"journalier";"Dagloner";;"Gent"
22101;22086;"servante";"Dienstmeisje";;"Gent"
22102;22088;"cordonnier";"Schoenmaker";;"Gent"
22103;22090;"colporteur";"Straatventer";;"Gent"
22104;22091;"Domestique";"Bediende";;"Gent"
22105;22092;"Servante";"Dienstmeisje";;"Gent"
22106;22093;"journalier";"Dagloner";;"Gent"
22107;22094;"cultivateur";"Landbouwer";;"Gent"
22108;22095;"batelier";"Binnenschipper";;"Gent"
22109;22096;"tisserand";"Wever";;"Gent"
22110;22097;"ouvrier agricole";"Landbouwwerker";;"Gent"
22111;22098;"peintre en batiments";"Schilder";;"Gent"
22112;22099;"macon";"Metser";;"Gent"
22113;22100;"ouvrier fabrique";"Fabrieksarbeider";;"Gent"
22114;22101;"cabaretier";"Herbergier";;"Gent"
22115;22102;"tisserand";"Wever";;"Gent"
22116;22103;"prostituee";"Prostituee";;"Gent"
22117;22104;"Tailleur";"Kleermaker";;"Gent"
22118;22105;"peintre en batiments";"Schilder";;"Gent"
22119;22106;"ouvrier macon";"Metser-arbeider";;"Gent"
22120;22107;"cabaretiere";"Herbergier";;"Gent"
22121;22108;"vannier";"Mandenmaker";;"Gent"
22122;22109;"ouvrier agricole";"Landbouwwerker";;"Gent"
22123;22110;"ouvrier macon";"Metser-arbeider";;"Gent"
22124;22111;"peintre";"Schilder";;"Gent"
22125;22112;"ouvrier menuisier";"Arbeider in de schrijnwerkerij";;"Gent"
22126;22113;"ouvrier macon";"Metser-arbeider";;"Gent"
22127;22114;"Servante";"Dienstmeisje";;"Gent"
22128;22115;"charretier";"Voerman";;"Gent"
22129;22116;"journalier";"Dagloner";;"Gent"
22130;22117;"ouvrier bassin";"Dokwerker";;"Gent"
22131;22118;"horloger";"Horlogemaker";;"Gent"
22132;22119;"journalier";"Dagloner";;"Gent"
22133;22120;"journalier";"Dagloner";;"Gent"
22134;22121;"Charron";"Wagenmaker";;"Gent"
22135;22122;"ouvrier cigarier";"Werknemer in de sigarenmakerij";;"Gent"
22136;22123;"journalier";"Dagloner";;"Gent"
22137;22124;"Tapissier";"Stofeerder";;"Gent"
22138;22125;"ouvrier fabrique";"Fabrieksarbeider";;"Gent"
22139;22126;"briquetier";"Steenbakker";;"Gent"
22140;22127;"tisserand";"Wever";;"Gent"
22141;22128;"tisserand";"Wever";;"Gent"
22142;22129;"boulanger";"Bakker";;"Gent"
22143;22130;"marchand";"Handelaar";;"Gent"
22144;22131;"ouvrier agricole";"Landbouwwerker";;"Gent"
22145;22132;"journalier";"Dagloner";;"Gent"
22146;22133;"cabaretiere";"Herbergier";;"Gent"
22147;22134;"tisserand";"Wever";;"Gent"
22148;22135;"ouvrier en lin";"Arbeider in de linnenindustrie";;"Gent"
22149;22136;"jardinier";"Tuinman";;"Gent"
22150;22137;"journalier";"Dagloner";;"Gent"
22151;22138;"boulanger";"Bakker";;"Gent"
22152;22139;"ouvrier macon";"Metser-arbeider";;"Gent"
22153;22140;"jardinier";"Tuinman";;"Gent"
22154;22141;"journalier";"Dagloner";;"Gent"
22155;22142;"journalier";"Dagloner";;"Gent"
22156;22143;"ouvrier agricole";"Landbouwwerker";;"Gent"
22157;22144;"macon";"Metser";;"Gent"
22158;22145;"ouvrier agricole";"Landbouwwerker";;"Gent"
22159;22146;"ouvriere fabrique";"Fabrieksarbeidster";;"Gent"
22160;22147;"cordonnier";"Schoenmaker";;"Gent"
22161;22148;"ouvrier agricole";"Landbouwwerker";;"Gent"
22162;22149;"ouvrier fabrique";"Fabrieksarbeider";;"Gent"
