"Id_geboorteplaats";"Id_verbl";"Plaatsnaam_letterlijk";"Plaatsnaam_vertaling";"Gevangenis"
21794;21839;"Gand";"Gent";"Gent"
21795;21840;"Gand";"Gent";"Gent"
21796;21841;"Wachtebeke";"Wachtebeke";"Gent"
21797;21842;"Gand";"Gent";"Gent"
21798;21843;"Gand";"Gent";"Gent"
21799;21844;"Gand";"Gent";"Gent"
21800;21845;"Gand";"Gent";"Gent"
21801;21846;"Stekene";"Stekene";"Gent"
21802;21847;"Roulers";"Roeselare";"Gent"
21803;21848;"Evergem";"Evergem";"Gent"
21804;21849;"gand";"Gent";"Gent"
21805;21850;"Ledeberg";"Ledeberg";"Gent"
21806;21851;"Woumen";"Woumen";"Gent"
21807;21852;"Gand";"Gent";"Gent"
21808;21853;"Berlaere";"Berlare";"Gent"
21809;21854;"Moen";"Moen";"Gent"
21810;21855;"Vladsloo";"Vladslo";"Gent"
21811;21856;"Gand";"Gent";"Gent"
21812;21857;"Gand";"Gent";"Gent"
21813;21858;"Gand";"Gent";"Gent"
21814;21859;"Gand";"Gent";"Gent"
21815;21860;"Ledeberg";"Ledeberg";"Gent"
21816;21861;"Gand";"Gent";"Gent"
21817;21862;"Tronchiennes";"Drongen";"Gent"
21818;21863;"Gand";"Gent";"Gent"
21819;21864;"Gand";"Gent";"Gent"
21820;21865;"Gand";"Gent";"Gent"
21821;21866;"Gand";"Gent";"Gent"
21822;21867;"Gand";"Gent";"Gent"
21823;21868;"Gand";"Gent";"Gent"
21824;21869;"Gand";"Gent";"Gent"
21825;21870;"Eecloo";"Eeklo";"Gent"
21826;21871;"Ledeberg";"Ledeberg";"Gent"
21827;21872;"Haaltert";"Haaltert";"Gent"
21828;21873;"Eecloo";"Eeklo";"Gent"
21829;21874;"Gand";"Gent";"Gent"
21830;21875;"Melle";"Melle";"Gent"
21831;21876;"Knesselaere";"Knesselare";"Gent"
21832;21877;"Schellebelle";"Schellebelle";"Gent"
21833;21878;"Lokeren";"Lokeren";"Gent"
21834;21879;"Lede";"Lede";"Gent"
21835;21880;"Somergem";"Zomergem";"Gent"
21836;21881;"Gand";"Gent";"Gent"
21837;21882;"Gand";"Gent";"Gent"
21838;21883;"Baerlegem";"Baardegem";"Gent"
21839;21884;"Oostacker";"Oostakker";"Gent"
21840;21885;"Bruges";"Brugge";"Gent"
21841;21886;"Eecloo";"Eeklo";"Gent"
21842;21887;"Gand";"Gent";"Gent"
21843;21888;"Gand";"Gent";"Gent"
21844;21889;"Gand";"Gent";"Gent"
21845;21890;"Gand";"Gent";"Gent"
21846;21891;"Schellebelle";"Schellebelle";"Gent"
21847;21892;"Vraesne";"Vrasene";"Gent"
21848;21893;"Gyszeele";"Gijzenzele";"Gent"
21849;21894;"Gand";"Gent";"Gent"
21850;21895;"Gand";"Gent";"Gent"
21851;21896;"Ledeberg";"Ledeberg";"Gent"
21852;21897;"Huysden";"Heusden";"Gent"
21853;21898;"Oostcamp";"Oostkamp";"Gent"
21854;21899;"Ledeberg";"Ledeberg";"Gent"
21855;21900;"Ledeberg";"Ledeberg";"Gent"
21856;21901;"Aeltre";"Aalter";"Gent"
21857;21902;"Gand";"Gent";"Gent"
21858;21903;"Bouchaute";"Boekhoute";"Gent"
21859;21904;"Roulers";"Roeselare";"Gent"
21860;21905;"Bruges";"Brugge";"Gent"
21861;21906;"Deynze";"Deinze";"Gent"
21862;21907;"Alost";"Aalst";"Gent"
21863;21908;"Gand";"Gent";"Gent"
21864;21909;"Gand";"Gent";"Gent"
21865;21910;"Oost-Eecloo";"Oosteeklo";"Gent"
21866;21911;"Audenaerde";"Oudenaarde";"Gent"
21867;21912;"Gand";"Gent";"Gent"
21868;21913;"Gand";"Gent";"Gent"
21869;21914;"Gand";"Gent";"Gent"
21870;21915;"Sleydinge";"Sleidinge";"Gent"
21871;21916;"Gand";"Gent";"Gent"
21872;21917;"Gand";"Gent";"Gent"
21873;21919;"Gand";"Gent";"Gent"
21874;21920;"Gand";"Gent";"Gent"
21875;21921;"Gand";"Gent";"Gent"
21876;21922;"Gand";"Gent";"Gent"
21877;21923;"Gand";"Gent";"Gent"
21878;21924;"Huyse";"Huise";"Gent"
21879;21925;"Gand";"Gent";"Gent"
21880;21926;"Gand";"Gent";"Gent"
21881;21927;"Bellem";"Bellem";"Gent"
21882;21928;"Cruyshautem";"Kruishoutem";"Gent"
21883;21929;"Nazareth";"Nazareth";"Gent"
21884;21930;"Bellem";"Bellem";"Gent"
21885;21931;"Gand";"Gent";"Gent"
21886;21932;"Somergem";"Zomergem";"Gent"
21887;21933;"Gand";"Gent";"Gent"
21888;21934;"Ursel";"Ursel";"Gent"
21889;21935;"Lovendegem";"Lovendegem";"Gent"
21890;21936;"Selzaete";"Zelzate";"Gent"
21891;21937;"Gravelines";"Frankrijk";"Gent"
21892;21938;"Waerschoot";"Waarschoot";"Gent"
21893;21939;"Courtrai";"Kortrijk";"Gent"
21894;21940;"Mouscron";"Moeskroen";"Gent"
21895;21941;"Waesmunster";"Waasmunster";"Gent"
21896;21942;"Renaix";"Ronse";"Gent"
21897;21943;"Renaix";"Ronse";"Gent"
21898;21944;"Baelegem";"Balegem";"Gent"
21899;21945;"Ledeberg";"Ledeberg";"Gent"
21900;21946;"Gand";"Gent";"Gent"
21901;21947;"Roubaix";"Frankrijk";"Gent"
21902;21948;"Synghem";"Zingem";"Gent"
21903;21949;"Bruxelles";"Brussel";"Gent"
21904;21950;"Selzaete";"Zelzate";"Gent"
21905;21951;"Nazareth";"Nazareth";"Gent"
21906;21952;"cluysen";"Kluizen";"Gent"
21907;21953;"Seeverghem";"Zevergem";"Gent"
21908;21954;"Eecke";"Eke";"Gent"
21909;21955;"Gand";"Gent";"Gent"
21910;21956;"Baelegem";"Balegem";"Gent"
21911;21957;"Meringhe";"Onbekend";"Gent"
21912;21958;"Oostacker";"Oostakker";"Gent"
21913;21959;"Aeltre";"Aalter";"Gent"
21914;21960;"Eecke";"Eke";"Gent"
21915;21961;"Destelbergen";"Destelbergen";"Gent"
21916;21962;"Mont St. Amand";"Sint-Amandsberg";"Gent"
21917;21963;"Loochristy";"Lochristi";"Gent"
21918;21964;"Gand";"Gent";"Gent"
21919;21965;"meirelbeke";"Merelbeke";"Gent"
21920;21966;"Gand";"Gent";"Gent"
21921;21967;"Boucle St. Denis";"Sint-Denijs-Boekel";"Gent"
21922;21968;"Zele";"Zele";"Gent"
21923;21969;"Heule";"Heule";"Gent"
21924;21970;"Gand";"Gent";"Gent"
21925;21971;"Gand";"Gent";"Gent"
21926;21972;"Schellebelle";"Schellebelle";"Gent"
21927;21973;"Gand";"Gent";"Gent"
21928;21974;"Ruysselede";"Ruiselede";"Gent"
21929;21975;"Evergem";"Evergem";"Gent"
21930;21976;"Anvers";"Antwerpen";"Gent"
21931;21977;"Landegem";"Landegem";"Gent"
21932;21978;"Ursel";"Ursel";"Gent"
21933;21979;"Lokeren";"Lokeren";"Gent"
21934;21980;"Flissinghe";"Nederland";"Gent"
21935;21981;"Koeckelaere";"Koekelare";"Gent"
21936;21982;"Melle";"Melle";"Gent"
21937;21983;"Waerschoot";"Waarschoot";"Gent"
21938;21984;"Bruges";"Brugge";"Gent"
21939;21985;"Adinkerke";"Adinkerke";"Gent"
21940;21986;"Loochristy";"Lochristi";"Gent"
21941;21987;"Aelter";"Aalter";"Gent"
21942;21988;"Lembeke";"Lembeke";"Gent"
21943;21989;"Nevele";"Nevele";"Gent"
21944;21990;"Waerschoot";"Waarschoot";"Gent"
21945;21991;"Lille";"Frankrijk";"Gent"
21946;21992;"Oostacker";"Oostakker";"Gent"
21947;21994;"Gavre";"Gavere";"Gent"
21948;21995;"Gaver";"Gavere";"Gent"
21949;21996;"Gand";"Gent";"Gent"
21950;21997;"Petegem";"Petegem (Deinze)";"Gent"
21951;21998;"Ixelles";"Elsene";"Gent"
21952;21999;"Lyon";"Frankrijk";"Gent"
21953;22000;"Wetteren";"Wetteren";"Gent"
21954;22001;"Gand";"Gent";"Gent"
21955;22002;"Cruyshautem";"Kruishoutem";"Gent"
21956;22003;"Aeltre";"Aalter";"Gent"
21957;22004;"Lootenhulle";"Lotenhulle";"Gent"
21958;22005;"Somergem";"Zomergem";"Gent"
21959;22006;"Roubaix";"Frankrijk";"Gent"
21960;22007;"Somergem";"Zomergem";"Gent"
21961;22008;"Cherscamp";"Serskamp";"Gent"
21962;22009;"Aeltre";"Aalter";"Gent"
21963;22010;"Henin";"Frankrijk";"Gent"
21964;22011;"Lokeren";"Lokeren";"Gent"
21965;22012;"Gand";"Gent";"Gent"
21966;22013;"Mont St. Amand";"Sint-Amandsberg";"Gent"
21967;22014;"Tronchiennes";"Drongen";"Gent"
21968;22015;"Mariakerke";"Mariakerke (Gent)";"Gent"
21969;22016;"Maldegem";"Maldegem";"Gent"
21970;22017;"Loochristy";"Lochristi";"Gent"
21971;22018;"Sweveseele";"Zwevezele";"Gent"
21972;22019;"Ledeberg";"Ledeberg";"Gent"
21973;22020;"Welsele";"Melsele";"Gent"
21974;22021;"Gand";"Gent";"Gent"
21975;22022;"Eyne";"Eine";"Gent"
21976;22023;"Gand";"Gent";"Gent"
21977;22024;"Gand";"Gent";"Gent"
21978;22025;"Nevele";"Nevele";"Gent"
21979;22026;"Gand";"Gent";"Gent"
21980;22027;"Gand";"Gent";"Gent"
21981;22028;"Saffelaere";"Zaffelare";"Gent"
21982;22029;"Gand";"Gent";"Gent"
21983;22030;"Gan";"Gent";"Gent"
21984;22031;"Gand";"Gent";"Gent"
21985;22032;"Baechte Maria leerne";"Bachte-Maria-Leerne";"Gent"
21986;22033;"evergem";"Evergem";"Gent"
21987;22034;"Oostacker";"Oostakker";"Gent"
21988;22035;"Nazareth";"Nazareth";"Gent"
21989;22036;"Somergem";"Zomergem";"Gent"
21990;22037;"Meerendre";"Merendree";"Gent"
21991;22038;"Gand";"Gent";"Gent"
21992;22039;"Gand";"Gent";"Gent"
21993;22040;"Gand";"Gent";"Gent"
21994;22041;"Bruges";"Brugge";"Gent"
21995;22042;"Gand";"Gent";"Gent"
21996;22043;"nnokere";"Nokere";"Gent"
21997;22044;"Gand";"Gent";"Gent"
21998;22045;"Gand";"Gent";"Gent"
21999;22046;"Bellem";"Bellem";"Gent"
22000;22047;"Lille";"Frankrijk";"Gent"
22001;22048;"Cruybeke";"Kruibeke";"Gent"
22002;22049;"Anvers";"Antwerpen";"Gent"
22003;22050;"Gand";"Gent";"Gent"
22004;22051;"Westrem";"Westrem";"Gent"
22005;22052;"Eyne";"Eine";"Gent"
22006;22053;"Over Boelare";"Overboelare";"Gent"
22007;22054;"Gand";"Gent";"Gent"
22008;22055;"Merendre";"Merendree";"Gent"
22009;22056;"Zedelghem";"Zedelgem";"Gent"
22010;22057;"Ardoye";"Ardooie";"Gent"
22011;22058;"Gand";"Gent";"Gent"
22012;22059;"Leupeghem";"Leupegem";"Gent"
22013;22060;"Loochristy";"Lochristi";"Gent"
22014;22062;"Courtrai";"Kortrijk";"Gent"
22015;22063;"Wetteren";"Wetteren";"Gent"
22016;22064;"Mont St. Amand";"Sint-Amandsberg";"Gent"
22017;22065;"Gand";"Gent";"Gent"
22018;22066;"Gand";"Gent";"Gent"
22019;22067;"Gand";"Gent";"Gent"
22020;22068;"Hamme";"Hamme";"Gent"
22021;22069;"Gand";"Gent";"Gent"
22022;22070;"Gand";"Gent";"Gent"
22023;22071;"Gand";"Gent";"Gent"
22024;22072;"Gand";"Gent";"Gent"
22025;22073;"Gendbrugge";"Gentbrugge";"Gent"
22026;22074;"Gandbruges";"Gentbrugge";"Gent"
22027;22075;"Eecke";"Eke";"Gent"
22028;22076;"Gand";"Gent";"Gent"
22029;22077;"Gand";"Gent";"Gent"
22030;22078;"Ursel";"Ursel";"Gent"
22031;22079;"Tronchiennes";"Drongen";"Gent"
22032;22080;"Bruxelles";"Brussel";"Gent"
22033;22081;"Courtrai";"Kortrijk";"Gent"
22034;22082;"Aertrycke";"Aartrijke";"Gent"
22035;22083;"Gand";"Gent";"Gent"
22036;22084;"Gand";"Gent";"Gent"
22037;22085;"Sleydinge";"Sleidinge";"Gent"
22038;22086;"Cluyskerke";"Kluiskerke";"Gent"
22039;22087;"Geluvelt";"Geluveld";"Gent"
22040;22088;"Bruges";"Brugge";"Gent"
22041;22089;"Gand";"Gent";"Gent"
22042;22090;"Ardoye";"Ardooie";"Gent"
22043;22091;"Dour";"Dour";"Gent"
22044;22092;"Aeltre";"Aalter";"Gent"
22045;22093;"Gand";"Gent";"Gent"
22046;22094;"Westroosebeke";"Westrozebeke";"Gent"
22047;22095;"Hansbeke";"Hansbeke";"Gent"
22048;22096;"Gand";"Gent";"Gent"
22049;22097;"Smetlede";"Smetlede";"Gent"
22050;22098;"Ledeberg";"Ledeberg";"Gent"
22051;22099;"Gand";"Gent";"Gent"
22052;22100;"Gand";"Gent";"Gent"
22053;22101;"Gand";"Gent";"Gent"
22054;22102;"Gand";"Gent";"Gent"
22055;22103;"Oordegem";"Oordegem";"Gent"
22056;22104;"Oostvleteren";"Oostvletteren";"Gent"
22057;22105;"Gand";"Gent";"Gent"
22058;22106;"Ledeberg";"Ledeberg";"Gent"
22059;22107;"Gand";"Gent";"Gent"
22060;22108;"Tounn (CH)";"Zwitserland";"Gent"
22061;22109;"Maldegem";"Maldegem";"Gent"
22062;22110;"Snelleghem";"Snellegem";"Gent"
22063;22111;"Hoog aan de zaan";"Nederland";"Gent"
22064;22112;"Snelleghem";"Snellegem";"Gent"
22065;22113;"Alost";"Aalst";"Gent"
22066;22114;"Bachte Maria Leerne";"Bachte-Maria-Leerne";"Gent"
22067;22115;"Gand";"Gent";"Gent"
22068;22116;"Gand";"Gent";"Gent"
22069;22117;"Gand";"Gent";"Gent"
22070;22118;"Poperinghe";"Poperinge";"Gent"
22071;22119;"Nazareth";"Nazareth";"Gent"
22072;22120;"Gand";"Gent";"Gent"
22073;22121;"Ledeberg";"Ledeberg";"Gent"
22074;22122;"Gand";"Gent";"Gent"
22075;22123;"Gand";"Gent";"Gent"
22076;22124;"Gand";"Gent";"Gent"
22077;22125;"Gand";"Gent";"Gent"
22078;22126;"Lille";"Frankrijk";"Gent"
22079;22127;"Maeter";"Mater";"Gent"
22080;22128;"Maeter";"Mater";"Gent"
22081;22129;"Gand";"Gent";"Gent"
22082;22130;"Ledeberg";"Ledeberg";"Gent"
22083;22131;"Oostacker";"Oostakker";"Gent"
22084;22132;"Caneghem";"Kanegem";"Gent"
22085;22133;"Auweghem";"Ouwegem";"Gent"
22086;22134;"Halluin";"Frankrijk";"Gent"
22087;22135;"Thourout";"Torhout";"Gent"
22088;22136;"Tamise";"Temse";"Gent"
22089;22137;"Gand";"Gent";"Gent"
22090;22138;"Oosterzeele";"Oosterzele";"Gent"
22091;22139;"Gand";"Gent";"Gent"
22092;22140;"Aeltre";"Aalter";"Gent"
22093;22141;"Gand";"Gent";"Gent"
22094;22142;"Meirelbeeke";"Merelbeke";"Gent"
22095;22143;"Elseghem";"Elsegem";"Gent"
22096;22144;"Loochristy";"Lochristi";"Gent"
22097;22145;"Renaix";"Ronse";"Gent"
22098;22146;"Ledeberg";"Ledeberg";"Gent"
22099;22147;"Gand";"Gent";"Gent"
22100;22148;"Cruyshautem";"Kruishoutem";"Gent"
22101;22149;"St. Genois";"Sint-Genesius-Rode";"Gent"
22102;22150;"Wevelghem";"Wevelgem";"Gent"
22103;22151;"Syngem";"Zingem";"Gent"
22104;22152;"Bourg Leopold";"Leopoldsburg";"Gent"
22105;22153;"Diest";"Diest";"Gent"
22106;22154;"Tubize";"Tubeke";"Gent"
22107;22155;"Evergem";"Evergem";"Gent"
22108;22156;"Gand";"Gent";"Gent"
22109;22157;"Nazareth";"Nazareth";"Gent"
22110;22158;"Bassevelde";"Bassevelde";"Gent"
22111;22159;"Bassevelde";"Bassevelde";"Gent"
22112;22160;"Gand";"Gent";"Gent"
22113;22161;"Assenede";"Assenede";"Gent"
22114;22162;"Litterhautem";"Letterhoutem";"Gent"
22115;22163;"Grammene";"Grammene";"Gent"
22116;22164;"Willebroeck";"Willebroek";"Gent"
22117;22165;"Deynze";"Deinze";"Gent"
22118;22166;"Saffelaere";"Zaffelare";"Gent"
22119;22167;"Gand";"Gent";"Gent"
22120;22168;"Kachtem";"Kachtem";"Gent"
22121;22169;"Renaix";"Ronse";"Gent"
22122;22170;"Ledeberg";"Ledeberg";"Gent"
22123;22171;"Gentbrugge";"Gentbrugge";"Gent"
22124;22172;"Knocke";"Knokke";"Gent"
22125;22173;"Clercken";"Klerken";"Gent"
22126;22174;"Gand";"Gent";"Gent"
22127;22175;"Gand";"Gent";"Gent"
22128;22176;"Sinay";"Sinaai";"Gent"
22129;22177;"Beleele";"Belsele";"Gent"
22130;22179;"Bruges";"Brugge";"Gent"
22131;22180;"Bellem";"Bellem";"Gent"
22132;22181;"Ruyslede";"Ruiselede";"Gent"
22133;22182;"Oedelen";"Oedelem";"Gent"
22134;22183;"St. Denis Westrem";"Sint-Denijs-Westrem";"Gent"
22135;22184;"Gand";"Gent";"Gent"
22136;22185;"Zeveren";"Zeveren";"Gent"
22137;22186;"Gand";"Gent";"Gent"
22138;22187;"Bruges";"Brugge";"Gent"
22139;22188;"Maeter";"Mater";"Gent"
22140;22189;"Gand";"Gent";"Gent"
22141;22190;"Laerne";"Laarne";"Gent"
22142;22191;"Astene";"Astene";"Gent"
22143;22192;"Bouchaute";"Boekhoute";"Gent"
22144;22193;"Nevele";"Nevele";"Gent"
22145;22194;"Gullighem";"Gullegem";"Gent"
22146;22195;"Gand";"Gent";"Gent"
22147;22196;"Sleydinge";"Sleidinge";"Gent"
22148;22197;"Assebrouck";"Assebroek";"Gent"
22149;22198;"Bruges";"Brugge";"Gent"
22150;22199;"Zele";"Zele";"Gent"
22151;22200;"Gand";"Gent";"Gent"
22152;22201;"Sommerzaeke";"Semmerzake";"Gent"
22153;22202;"Bassevelde";"Bassevelde";"Gent"
22154;22203;"Oosterzele";"Oosterzele";"Gent"
22155;22204;"Eyne";"Eine";"Gent"
22156;22205;"Gand";"Gent";"Gent"
22157;22206;"Gand";"Gent";"Gent"
22158;22207;"Aeltre";"Aalter";"Gent"
22159;22208;"Gand";"Gent";"Gent"
22160;22209;"Eecloo";"Eeklo";"Gent"
22161;22210;"Tronchiennes";"Drongen";"Gent"
22162;22211;"Maldegem";"Maldegem";"Gent"
22163;22212;"Eyne";"Eine";"Gent"
22164;22213;"Hamme";"Hamme";"Gent"
22165;22214;"Montarie (Fr,)";"Frankrijk";"Gent"
22166;22215;"Oost-Eecloo";"Oosteeklo";"Gent"
22167;22216;"Evergem";"Evergem";"Gent"
22168;22217;"Gand";"Gent";"Gent"
22169;22218;"Wynckel";"Winkel";"Gent"
22170;22219;"Gand";"Gent";"Gent"
22171;22220;"Nazareth";"Nazareth";"Gent"
22172;22221;"Gand";"Gent";"Gent"
22173;22222;"Gand";"Gent";"Gent"
22174;22223;"Heringhen";"Duitsland";"Gent"
22175;22224;"Ronsele";"Ronsele";"Gent"
22176;22225;"Gand";"Gent";"Gent"
22177;22226;"Ledeberg";"Ledeberg";"Gent"
22178;22227;"Laerne ST. Martin";"Sint Martens-Leerne";"Gent"
22179;22228;"Waerschoot";"Waarschoot";"Gent"
22180;22229;"Gand";"Gent";"Gent"
22181;22230;"Gand";"Gent";"Gent"
22182;22231;"Poeke";"Poeke";"Gent"
22183;22232;"Somergem";"Zomergem";"Gent"
22184;22233;"Gand";"Gent";"Gent"
22185;22234;"Belem";"Bellem";"Gent"
22186;22235;"Mariakerke";"Mariakerke (Gent)";"Gent"
22187;22236;"Baevegem";"Bavegem";"Gent"
22188;22237;"Gand";"Gent";"Gent"
22189;22238;"Gand";"Gent";"Gent"
22190;22239;"Melle";"Melle";"Gent"
22191;22240;"Ertvelde";"Ertvelde";"Gent"
22192;22241;"Heul";"Heule";"Gent"
22193;22242;"Ledeberg";"Ledeberg";"Gent"
22194;22243;"Gand";"Gent";"Gent"
22195;22244;"Lembeke";"Lembeke";"Gent"
22196;22245;"Gand";"Gent";"Gent"
22197;22246;"Wondelgem";"Wondelgem";"Gent"
22198;22247;"Blankenbergh";"Blankenberge";"Gent"
22199;22248;"Gand";"Gent";"Gent"
22200;22249;"Oycke";"Oycke";"Gent"
22201;22250;"Gand";"Gent";"Gent"
22202;22251;"Gand";"Gent";"Gent"
22203;22252;"Delft";"Nederland";"Gent"
22204;22253;"Gand";"Gent";"Gent"
22205;22254;"Amsterdam";"Nederland";"Gent"
22206;22255;"Gand";"Gent";"Gent"
22207;22256;"Evergem";"Evergem";"Gent"
22208;22257;"Santbergen";"Santbergen";"Gent"
22209;22258;"Desteldonck";"Desteldonk";"Gent"
22210;22259;"Roubaix";"Frankrijk";"Gent"
22211;22260;"Stambruges";"Stambruges";"Gent"
22212;22261;"Gand";"Gent";"Gent"
22213;22262;"Mariakerke";"Mariakerke (Gent)";"Gent"
22214;22263;"St. Gilles";"Sint-Gillis";"Gent"
22215;22264;"Beernem";"Beernem";"Gent"
22216;22265;"Deynze";"Deinze";"Gent"
22217;22266;"Ertvelde";"Ertvelde";"Gent"
22218;22267;"Gand";"Gent";"Gent"
22219;22268;"Bruges";"Brugge";"Gent"
22220;22269;"Destelbergen";"Destelbergen";"Gent"
22221;22270;"Oostacker";"Oostakker";"Gent"
22222;22271;"Oostacker";"Oostakker";"Gent"
22223;22272;"Meirelbeke";"Merelbeke";"Gent"
22224;22273;"Deynze";"Deinze";"Gent"
22225;22274;"Merchtem";"Merchtem";"Gent"
22226;22275;"Ypres";"Ieper";"Gent"
22227;22276;"Eecloo";"Eeklo";"Gent"
22228;22277;"Gand";"Gent";"Gent"
22229;22278;"Adinkerke";"Adinkerke";"Gent"
22230;22279;"Gand";"Gent";"Gent"
22231;22280;"Vynckt";"Vinkt";"Gent"
22232;22281;"Nevele";"Nevele";"Gent"
22233;22282;"Strypen";"Strijpen";"Gent"
22234;22283;"Gand";"Gent";"Gent"
22235;22284;"Gand";"Gent";"Gent"
22236;22285;"Oostacker";"Oostakker";"Gent"
22237;22286;"Gand";"Gent";"Gent"
22238;22287;"Roulers";"Roeselare";"Gent"
22239;22288;"Bruges";"Brugge";"Gent"
22240;22289;"Knocke";"Knokke";"Gent"
22241;22290;"Eecloo";"Eeklo";"Gent"
22242;22291;"Tronchiennes";"Drongen";"Gent"
22243;22292;"selzaete";"Zelzate";"Gent"
22244;22293;"Zwynaerde";"Zwijnaarde";"Gent"
22245;22294;"Gand";"Gent";"Gent"
22246;22295;"Deynze";"Deinze";"Gent"
22247;22296;"Somergem";"Zomergem";"Gent"
22248;22297;"Somergem";"Zomergem";"Gent"
22249;22298;"Gand";"Gent";"Gent"
22250;22299;"St. Denis Westrem";"Sint-Denijs-Westrem";"Gent"
22251;22300;"Gand";"Gent";"Gent"
22252;22301;"Meirelbeke";"Merelbeke";"Gent"
22253;22302;"Oostacker";"Oostakker";"Gent"
22254;22303;"Gand";"Gent";"Gent"
22255;22304;"Gand";"Gent";"Gent"
22256;22305;"Eecke";"Eke";"Gent"
22257;22306;"Lille";"Frankrijk";"Gent"
22258;22307;"Malines";"Mechelen";"Gent"
22259;22308;"anvers";"Antwerpen";"Gent"
22260;22309;"Gand";"Gent";"Gent"
22261;22310;"Pamel";"Pamel";"Gent"
22262;22311;"Gand";"Gent";"Gent"
22263;22312;"Gand";"Gent";"Gent"
22264;22313;"Gand";"Gent";"Gent"
22265;22314;"Gand";"Gent";"Gent"
22266;22315;"Oostacker";"Oostakker";"Gent"
22267;22316;"Deynze";"Deinze";"Gent"
22268;22317;"Gentrode";"Gelrode";"Gent"
22269;22318;"Gand";"Gent";"Gent"
22270;22319;"Destelbergen";"Destelbergen";"Gent"
22271;22320;"Bassevelde";"Bassevelde";"Gent"
22272;22321;"Gand";"Gent";"Gent"
22273;22322;"Huysse";"Huise";"Gent"
22274;22323;"Eecloo";"Eeklo";"Gent"
22275;22324;"Bellem";"Bellem";"Gent"
22276;22325;"Eecloo";"Eeklo";"Gent"
22277;22326;"Bachte Maria Laerne";"Bachte-Maria-Leerne";"Gent"
22278;22327;"Gand";"Gent";"Gent"
22279;22328;"Schoorisse";"Schorisse";"Gent"
22280;22329;"Tamise";"Temse";"Gent"
22281;22330;"Gand";"Gent";"Gent"
22282;22331;"Gand";"Gent";"Gent"
22283;22332;"Amsterdam";"Nederland";"Gent"
22284;22333;"Gand";"Gent";"Gent"
22285;22334;"Huysse";"Huise";"Gent"
22286;22335;"Laerne";"Laarne";"Gent"
22287;22336;"Wondelgem";"Wondelgem";"Gent"
22288;22337;"Aeltre";"Aalter";"Gent"
22289;22338;"Petegem by audenaerde";"Petegem (Oudenaarde)";"Gent"
22290;22339;"St. Pierre sur la deynze";"Sint-Pietersdijk";"Gent"
22291;22340;"Berlaere";"Berlare";"Gent"
22292;22341;"Ledeberg";"Ledeberg";"Gent"
22293;22342;"Gand";"Gent";"Gent"
22294;22343;"Wulverhinghem";"Wulvergem";"Gent"
22295;22344;"Killem";"Frankrijk";"Gent"
22296;22345;"Cruyshautem";"Kruishoutem";"Gent"
22297;22346;"Gand";"Gent";"Gent"
22298;22347;"Gand";"Gent";"Gent"
22299;22348;"Gand";"Gent";"Gent"
22300;22349;"Swevezele";"Zewevezele";"Gent"
22301;22350;"Ledeberg";"Ledeberg";"Gent"
22302;22351;"Oostacker";"Oostakker";"Gent"
22303;22352;"Gand";"Gent";"Gent"
22304;22353;"Gand";"Gent";"Gent"
22305;22354;"Gand";"Gent";"Gent"
22306;22355;"St. Gilles by Bruxelles";"Sint-Gillis";"Gent"
22307;22356;"Gremberghe";"Grembergen";"Gent"
22308;22357;"Gremberghe";"Grembergen";"Gent"
22309;22358;"Evergem";"Evergem";"Gent"
22310;22359;"Somergem";"Zomergem";"Gent"
22311;22360;"Somerghem";"Zomergem";"Gent"
22312;22361;"Evergem";"Evergem";"Gent"
22313;22362;"Melle";"Melle";"Gent"
22314;22363;"Eecke";"Eke";"Gent"
22315;22364;"Nevele";"Nevele";"Gent"
22316;22365;"Gand";"Gent";"Gent"
22317;22366;"Overmeire";"Overmere";"Gent"
22318;22367;"Overmeire";"Overmere";"Gent"
22319;22368;"Overmeire";"Overmere";"Gent"
22320;22369;"Overmeire";"Overmere";"Gent"
22321;22370;"Berlaere";"Berlare";"Gent"
22322;22371;"Rumbeke";"Rumbeke";"Gent"
22323;22372;"Gand";"Gent";"Gent"
22324;22373;"Beveren";"Beveren";"Gent"
22325;22374;"Lonquemarcq";"Longchamps";"Gent"
22326;22375;"Bellem";"Bellem";"Gent"
22327;22376;"Baillicul";"Frankrijk";"Gent"
22328;22377;"Heule";"Heule";"Gent"
22329;22378;"Gand";"Gent";"Gent"
22330;22379;"Sleydinge";"Sleidinge";"Gent"
22331;22380;"Gand";"Gent";"Gent"
22332;22381;"Courtrai";"Kortrijk";"Gent"
22333;22382;"Otterghem";"Ottergem";"Gent"
22334;22383;"Otterghem";"Ottergem";"Gent"
22335;22384;"Otterghem";"Ottergem";"Gent"
22336;22385;"Eecke";"Eke";"Gent"
22337;22386;"Thielt";"Tielt";"Gent"
22338;22387;"Gand";"Gent";"Gent"
22339;22388;"Oosterzeele";"Oosterzele";"Gent"
22340;22389;"Gand";"Gent";"Gent"
22341;22390;"Nokere";"Nokere";"Gent"
22342;22391;"Belleghem";"Bellegem";"Gent"
22343;22392;"Bellem";"Bellem";"Gent"
22344;22393;"Gand";"Gent";"Gent"
22345;22394;"Lille";"Frankrijk";"Gent"
22346;22395;"Caprycke";"Kaprijke";"Gent"
22347;22396;"Sleydinge";"Sleidinge";"Gent"
22348;22397;"Bruges";"Brugge";"Gent"
22349;22398;"Ostende";"Oostende";"Gent"
22350;22399;"Schoorisse";"Schorisse";"Gent"
